Group_ID,Site,Text,URL
48,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
48,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
48,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
48,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
48,bestbuy,Home Theater Systems,http://www.bestbuy.com/site/Audio/Home-Theater-Systems/abcat0203000.c?id=abcat0203000
48,bestbuy,TV & Home Theater Services,http://www.bestbuy.com/site/Geek-Squad/TV-Home-Theater-Services/pcmcat138100050024.c?id=pcmcat138100050024
48,bestbuy,Home Audio,http://www.bestbuy.com/site/Audio/Home-Audio/pcmcat241600050001.c?id=pcmcat241600050001
48,bestbuy,Home Security & Monitoring,http://www.bestbuy.com/site/Home/Home-Security-Safety/pcmcat254000050002.c?id=pcmcat254000050002
48,bjs,Audio & Home Theater,http://www.bjs.com/electronics/audio--home-theater.category.161.160.2000259.1
48,bjs,Home Improvement,http://www.bjs.com/home/home-improvement.category.623.385.2000668.1
48,bjs,Home Health Care,http://www.bjs.com/health--beauty/home-health-care.category.903.850.2001227.1
48,bloomingdales,Home,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3865&PageID=16603050684416
48,overstock,Home Decor,http://www.overstock.com/Home-Garden/Home-Decor/3/dept.html
48,overstock,Home Improvement,http://www.overstock.com/Home-Garden/Home-Improvement/36/dept.html
48,overstock,Home & Garden,http://www.overstock.com/Eziba/Home-Garden/355/dept.html
48,walmart,Home Audio & Theater,http://www.walmart.com/cp/Home-Audio-Theater/77622?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_HomeAudioTheater
48,walmart,Home Health Care,http://www.walmart.com/cp/home-medical-supplies-equipment/1005860?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_HomeMedical
48,walmart,Paint & Home Décor,http://www.walmart.com/cp/1067617?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_PaintHomeDecor
48,wayfair,Home Entertainment,http://www.wayfair.com/Home-Entertainment-C431581.html
48,wayfair,Home Accents,http://www.wayfair.com/Home-Accents-C215457.html
48,wayfair,Home Health & Mobility,http://www.wayfair.com/Home-Health-and-Mobility-C407098.html
49,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
49,bestbuy,Furniture & Décor,http://www.bestbuy.com/site/Home/Furniture/pcmcat249700050006.c?id=pcmcat249700050006
49,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
49,bjs,Furniture & Decor,http://www.bjs.com/home/furniture--decor.category.439.385.2000233.1
49,bjs,Patio Furniture,http://www.bjs.com/seasonal/patio-furniture.category.29505.28511.2003620.1
49,bjs,Kids' Furniture,http://www.bjs.com/toys/kids-furniture.category.3000000000000002041.808.2004169.1
49,overstock,Furniture,http://www.overstock.com/Home-Garden/Furniture/32/dept.html
49,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
49,overstock,Baby Furniture,http://www.overstock.com/Baby/Baby-Furniture/266/dept.html
49,walmart,Nursery Furniture,http://www.walmart.com/cp/414099?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Baby_Nursery
49,walmart,Furniture,http://www.walmart.com/cp/Furniture/103150?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Home_Furniture
49,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
49,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
49,walmart,Patio Furniture,http://www.walmart.com/cp/91416?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_PatioGarden_PatioFurnitureDecor
49,wayfair,Bedroom Furniture,http://www.wayfair.com/Bedroom-Furniture-C45984.html
49,wayfair,Living Room Furniture,http://www.wayfair.com/Living-Room-Furniture-C45982.html
49,wayfair,Kitchen & Dining Furniture,http://www.wayfair.com/Kitchen-and-Dining-Furniture-C214999.html
49,wayfair,Bar Furniture,http://www.wayfair.com/Bar-Furniture-C531616.html
49,wayfair,Baby & Kids Furniture,http://www.wayfair.com/Baby-and-Kids-Furniture-C215047.html
49,wayfair,Accent Furniture,http://www.wayfair.com/Accent-Furniture-C504618.html
49,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
49,wayfair,Bathroom Furniture,http://www.wayfair.com/Bathroom-Furniture-C45985.html
49,wayfair,Game Room Furniture,http://www.wayfair.com/Game-Room-Furniture-C215192.html
49,wayfair,Hallway & Entryway Furniture,http://www.wayfair.com/Hallway-and-Entryway-Furniture-C215147.html
49,wayfair,Patio Furniture,http://www.wayfair.com/Patio-Furniture-C33338.html
49,wayfair,Nursery Furniture,http://www.wayfair.com/Nursery-Furniture-C90450.html
49,wayfair,Kids Bedroom Furniture,http://www.wayfair.com/Kids-Bedroom-Furniture-C215056.html
49,wayfair,Kids Playroom Furniture,http://www.wayfair.com/Kids-Playroom-Furniture-C545073.html
49,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
49,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
49,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
49,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
49,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
49,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
49,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
49,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
49,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
49,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
49,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
49,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
49,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
49,bestbuy,Home Theater Systems,http://www.bestbuy.com/site/Audio/Home-Theater-Systems/abcat0203000.c?id=abcat0203000
49,bestbuy,TV & Home Theater Services,http://www.bestbuy.com/site/Geek-Squad/TV-Home-Theater-Services/pcmcat138100050024.c?id=pcmcat138100050024
49,bestbuy,Home Audio,http://www.bestbuy.com/site/Audio/Home-Audio/pcmcat241600050001.c?id=pcmcat241600050001
49,bestbuy,Home Energy Technology,http://www.bestbuy.com/site/Home/Home-Energy-Technology/pcmcat211000050003.c?id=pcmcat211000050003
49,bestbuy,Home Security & Monitoring,http://www.bestbuy.com/site/Home/Home-Security-Safety/pcmcat254000050002.c?id=pcmcat254000050002
49,bjs,Audio & Home Theater,http://www.bjs.com/electronics/audio--home-theater.category.161.160.2000259.1
49,bjs,Home Improvement,http://www.bjs.com/home/home-improvement.category.623.385.2000668.1
49,bjs,Home Health Care,http://www.bjs.com/health--beauty/home-health-care.category.903.850.2001227.1
49,bloomingdales,Home,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3865&PageID=16603050684416
49,overstock,Home Decor,http://www.overstock.com/Home-Garden/Home-Decor/3/dept.html
49,overstock,Home Improvement,http://www.overstock.com/Home-Garden/Home-Improvement/36/dept.html
49,overstock,Home & Garden,http://www.overstock.com/Eziba/Home-Garden/355/dept.html
49,walmart,Home Audio & Theater,http://www.walmart.com/cp/Home-Audio-Theater/77622?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_HomeAudioTheater
49,walmart,Home Health Care,http://www.walmart.com/cp/home-medical-supplies-equipment/1005860?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_HomeMedical
49,walmart,Paint & Home Décor,http://www.walmart.com/cp/1067617?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_PaintHomeDecor
49,wayfair,Home Entertainment,http://www.wayfair.com/Home-Entertainment-C431581.html
49,wayfair,Home Accents,http://www.wayfair.com/Home-Accents-C215457.html
49,wayfair,Home Health & Mobility,http://www.wayfair.com/Home-Health-and-Mobility-C407098.html
50,bestbuy,Software & PC Games,http://www.bestbuy.com/site/Computers-PCs/Software-Games/abcat0508000.c?id=abcat0508000
50,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
50,bjs,Software,http://www.bjs.com/computers/software.category.752.743.2001252.1
50,overstock,"Computers, Hardware & Software",http://www.overstock.com/Electronics/Computers-Hardware-Software/7/dept.html
50,overstock,Software,http://www.overstock.com/Books-Movies-Music-Games/Software/35/dept.html
50,overstock,Business Cases,http://www.overstock.com/Luggage-Bags/Business-Cases/257/dept.html
50,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
50,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
50,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
50,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
50,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
50,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
50,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
50,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
50,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
50,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
50,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
50,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
50,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
50,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
50,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
50,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
50,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
50,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
51,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
51,bestbuy,Furniture & Décor,http://www.bestbuy.com/site/Home/Furniture/pcmcat249700050006.c?id=pcmcat249700050006
51,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
51,bjs,Furniture & Decor,http://www.bjs.com/home/furniture--decor.category.439.385.2000233.1
51,bjs,Patio Furniture,http://www.bjs.com/seasonal/patio-furniture.category.29505.28511.2003620.1
51,bjs,Kids' Furniture,http://www.bjs.com/toys/kids-furniture.category.3000000000000002041.808.2004169.1
51,overstock,Furniture,http://www.overstock.com/Home-Garden/Furniture/32/dept.html
51,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
51,overstock,Baby Furniture,http://www.overstock.com/Baby/Baby-Furniture/266/dept.html
51,walmart,Nursery Furniture,http://www.walmart.com/cp/414099?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Baby_Nursery
51,walmart,Furniture,http://www.walmart.com/cp/Furniture/103150?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Home_Furniture
51,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
51,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
51,walmart,Patio Furniture,http://www.walmart.com/cp/91416?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_PatioGarden_PatioFurnitureDecor
51,wayfair,Bedroom Furniture,http://www.wayfair.com/Bedroom-Furniture-C45984.html
51,wayfair,Living Room Furniture,http://www.wayfair.com/Living-Room-Furniture-C45982.html
51,wayfair,Kitchen & Dining Furniture,http://www.wayfair.com/Kitchen-and-Dining-Furniture-C214999.html
51,wayfair,Bar Furniture,http://www.wayfair.com/Bar-Furniture-C531616.html
51,wayfair,Baby & Kids Furniture,http://www.wayfair.com/Baby-and-Kids-Furniture-C215047.html
51,wayfair,Accent Furniture,http://www.wayfair.com/Accent-Furniture-C504618.html
51,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
51,wayfair,Bathroom Furniture,http://www.wayfair.com/Bathroom-Furniture-C45985.html
51,wayfair,Game Room Furniture,http://www.wayfair.com/Game-Room-Furniture-C215192.html
51,wayfair,Hallway & Entryway Furniture,http://www.wayfair.com/Hallway-and-Entryway-Furniture-C215147.html
51,wayfair,Patio Furniture,http://www.wayfair.com/Patio-Furniture-C33338.html
51,wayfair,Nursery Furniture,http://www.wayfair.com/Nursery-Furniture-C90450.html
51,wayfair,Kids Bedroom Furniture,http://www.wayfair.com/Kids-Bedroom-Furniture-C215056.html
51,wayfair,Kids Playroom Furniture,http://www.wayfair.com/Kids-Playroom-Furniture-C545073.html
51,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
51,overstock,Business Cases,http://www.overstock.com/Luggage-Bags/Business-Cases/257/dept.html
51,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
51,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
51,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
51,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
51,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
51,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
51,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
51,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
51,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
51,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
51,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
51,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
52,bestbuy,Laptops,http://www.bestbuy.com/site/Computers-PCs/Laptop-Computers/abcat0502000.c?id=abcat0502000
52,bjs,Laptops Tablets and Ultrabooks,http://www.bjs.com/computers/laptops-tablets-and-ultrabooks.category.747.743.2000507.1
52,bjs,Laptop & Netbook Cases,http://www.bjs.com/computers/laptop--netbook-cases.category.807.743.2002590.1
52,walmart,Laptops,http://www.walmart.com/cp/Laptops/1089430?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_Laptops
52,overstock,Cases & Planners,http://www.overstock.com/Office-Supplies/Cases-Planners/178/dept.html
52,overstock,Business Cases,http://www.overstock.com/Luggage-Bags/Business-Cases/257/dept.html
53,bjs,Laptops Tablets and Ultrabooks,http://www.bjs.com/computers/laptops-tablets-and-ultrabooks.category.747.743.2000507.1
53,bestbuy,"iPad, Tablets & E-Readers",http://www.bestbuy.com/site/Computers-PCs/iPad-Tablets-Ereaders/pcmcat209000050006.c?id=pcmcat209000050006
53,walmart,"iPad, Tablets & eReaders",http://www.walmart.com/cp/iPad-eReader/1078524?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_iPadTabletseReaders
53,bestbuy,Laptops,http://www.bestbuy.com/site/Computers-PCs/Laptop-Computers/abcat0502000.c?id=abcat0502000
53,bjs,Laptop & Netbook Cases,http://www.bjs.com/computers/laptop--netbook-cases.category.807.743.2002590.1
53,walmart,Laptops,http://www.walmart.com/cp/Laptops/1089430?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_Laptops
54,bestbuy,"iPad, Tablets & E-Readers",http://www.bestbuy.com/site/Computers-PCs/iPad-Tablets-Ereaders/pcmcat209000050006.c?id=pcmcat209000050006
54,walmart,"iPad, Tablets & eReaders",http://www.walmart.com/cp/iPad-eReader/1078524?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_iPadTabletseReaders
54,bjs,Laptops Tablets and Ultrabooks,http://www.bjs.com/computers/laptops-tablets-and-ultrabooks.category.747.743.2000507.1
55,bestbuy,"iPad, Tablets & E-Readers",http://www.bestbuy.com/site/Computers-PCs/iPad-Tablets-Ereaders/pcmcat209000050006.c?id=pcmcat209000050006
55,walmart,"iPad, Tablets & eReaders",http://www.walmart.com/cp/iPad-eReader/1078524?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_iPadTabletseReaders
55,bjs,Laptops Tablets and Ultrabooks,http://www.bjs.com/computers/laptops-tablets-and-ultrabooks.category.747.743.2000507.1
56,bestbuy,Electronic Toys,http://www.bestbuy.com/site/Toys-Games/regularCat%3Apcmcat284400050063/pcmcat284400050063.c?id=pcmcat284400050063
56,bestbuy,Stuffed Animals & Plush Toys,http://www.bestbuy.com/site/Toys-Games/Stuffed-Animals-Plush-Toys/pcmcat240400050068.c?id=pcmcat240400050068
56,bestbuy,Vehicles & Remote Control Toys,http://www.bestbuy.com/site/Toys-Games/regularCat%3Apcmcat284400050100/pcmcat284400050100.c?id=pcmcat284400050100
56,bjs,Bikes & Riding Toys,http://www.bjs.com/toys/bikes--riding-toys.category.818.808.2000078.1
56,bjs,Vehicles & Remote Control Toys,http://www.bjs.com/toys/vehicles--remote-control-toys.category.836.808.2002749.1
56,bjs,Learning Toys & Musical Instruments,http://www.bjs.com/toys/learning-toys--musical-instruments.category.840.808.2000477.1
56,bjs,Baby Toys,http://www.bjs.com/baby/baby-toys.category.26508.1035.2002450.1
56,overstock,Toys & Hobbies,http://www.overstock.com/Sports-Toys/Toys-Hobbies/49/dept.html
56,overstock,Baby Toys,http://www.overstock.com/Baby/Baby-Toys/272/dept.html
56,overstock,Pet Toys,http://www.overstock.com/Pet-Supplies/Pet-Toys/334/dept.html
56,walmart,Activities & Toys,http://www.walmart.com/cp/491351?povid=cat121828-env999999-moduleA082112-lLinkGNAV1_Baby_ActivitiesToys
56,walmart,Bikes and Riding Toys,http://www.walmart.com/cp/bikes-scooters-skates/133073?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_BikesandRidingToys
56,walmart,Bikes & Riding Toys,http://www.walmart.com/cp/bikes-scooters-skates/133073?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_Toys_BikesRidingToys
56,walmart,Development & Learning Toys,http://www.walmart.com/cp/Learning-Toys/56125?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_Toys_DevelopmentLearningToys
56,wayfair,Toys,http://www.wayfair.com/Toys-C216136.html
56,bestbuy,Marine Electronics,http://www.bestbuy.com/site/Car-Audio-GPS/Marine-Electronics/pcmcat156300050006.c?id=pcmcat156300050006
56,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
56,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
56,overstock,Electronics,http://www.overstock.com/As-Seen-on-TV/Electronics/395/dept.html
56,walmart,Auto Electronics,http://www.walmart.com/cp/car-audio/3947?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_AutoElectronics
56,walmart,Kids Electronics,http://www.walmart.com/browse/toys/kids-electronics/4171_119668/?_refineresult=true&catNavId=4171&povid=cat121828-env999999-moduleA072012-lLinkGNAV5_Toys_KidsElectronics
56,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
56,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
56,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
56,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
56,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
56,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
56,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
56,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
56,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
56,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
56,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
56,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
56,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
56,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
56,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
56,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
56,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
56,bestbuy,Home Theater Systems,http://www.bestbuy.com/site/Audio/Home-Theater-Systems/abcat0203000.c?id=abcat0203000
56,bestbuy,TV & Home Theater Services,http://www.bestbuy.com/site/Geek-Squad/TV-Home-Theater-Services/pcmcat138100050024.c?id=pcmcat138100050024
56,bestbuy,Home Audio,http://www.bestbuy.com/site/Audio/Home-Audio/pcmcat241600050001.c?id=pcmcat241600050001
56,bestbuy,Home Energy Technology,http://www.bestbuy.com/site/Home/Home-Energy-Technology/pcmcat211000050003.c?id=pcmcat211000050003
56,bestbuy,Home Security & Monitoring,http://www.bestbuy.com/site/Home/Home-Security-Safety/pcmcat254000050002.c?id=pcmcat254000050002
56,bjs,Audio & Home Theater,http://www.bjs.com/electronics/audio--home-theater.category.161.160.2000259.1
56,bjs,Home Improvement,http://www.bjs.com/home/home-improvement.category.623.385.2000668.1
56,bjs,Home Health Care,http://www.bjs.com/health--beauty/home-health-care.category.903.850.2001227.1
56,bloomingdales,Home,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3865&PageID=16603050684416
56,overstock,Home Decor,http://www.overstock.com/Home-Garden/Home-Decor/3/dept.html
56,overstock,Home Improvement,http://www.overstock.com/Home-Garden/Home-Improvement/36/dept.html
56,overstock,Home & Garden,http://www.overstock.com/Eziba/Home-Garden/355/dept.html
56,walmart,Home Audio & Theater,http://www.walmart.com/cp/Home-Audio-Theater/77622?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Electronics_HomeAudioTheater
56,walmart,Home Health Care,http://www.walmart.com/cp/home-medical-supplies-equipment/1005860?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_HomeMedical
56,walmart,Paint & Home Décor,http://www.walmart.com/cp/1067617?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_PaintHomeDecor
56,wayfair,Home Entertainment,http://www.wayfair.com/Home-Entertainment-C431581.html
56,wayfair,Home Accents,http://www.wayfair.com/Home-Accents-C215457.html
56,wayfair,Home Health & Mobility,http://www.wayfair.com/Home-Health-and-Mobility-C407098.html
56,bestbuy,Vacuum Cleaners & Floor Care,http://www.bestbuy.com/site/Home-Appliances/Vacuums-Floor-Care/abcat0911000.c?id=abcat0911000
56,bestbuy,Personal Care & Beauty,http://www.bestbuy.com/site/Appliances/Personal-Care/abcat0915000.c?id=abcat0915000
56,bjs,Personal Care,http://www.bjs.com/health--beauty/personal-care.category.884.850.2000054.1
56,bjs,Hair Care,http://www.bjs.com/health--beauty/hair-care.category.851.850.2001157.1
56,bjs,Skin Care,http://www.bjs.com/health--beauty/skin-care.category.876.850.2001127.1
56,overstock,Bath & Skin Care,http://www.overstock.com/Baby/Bath-Skin-Care/268/dept.html
56,walmart,Car Care & Maintenance,http://www.walmart.com/browse/auto-tires/car-care-maintenance/91083_1045959_1074764/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_CarCareMaintenance
56,walmart,Baby Bath & Skin Care,http://www.walmart.com/browse/baby/baby-bath-skin-care/5427_1097005/?_refineresult=true&povid=cat121828-env999999-moduleA082112-lLinkGNAV1_Baby_BabyBathSkinCare
56,walmart,Hair Care,http://www.walmart.com/cp/1007219?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Beauty_HairCare
56,walmart,Skin Care,http://www.walmart.com/cp/1007039?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Beauty_SkinCare
56,walmart,Oral Care,http://www.walmart.com/cp/Oral-Care/1007221?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_OralCare
56,walmart,Personal Care,http://www.walmart.com/cp/Personal-Care/1005862?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_PersonalCare
56,walmart,Gardening & Lawn Care,http://www.walmart.com/cp/4091?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_GardenCenter
56,bestbuy,Car Audio,http://www.bestbuy.com/site/Car-Audio-GPS/Car-Audio/abcat0302000.c?id=abcat0302000
56,bestbuy,Car Security & Remote Start,http://www.bestbuy.com/site/Car-Audio-GPS/Car-Security-Remote-Starters/abcat0304000.c?id=abcat0304000
