Date,Brand,Followers,Following,Tweets,All_Tweets,YT_Video,YT_All_Videos,YT_Views,YT_All_Views
"Jun 12, 2013",Netflix,,,,,Arrested Development - #ADNarrates - Ron Howard Narrates Abby's Tweet,57,2381,2888076
"Jun 12, 2013",Netflix,,,,,Arrested Development - #ADNarrates - Ron Howard Narrates Jim's Tweet,57,2317,2888076
"Jun 12, 2013",Netflix,,,,,Arrested Development - #ADNarrates - Ron Howard Narrates Katie's Tweet,57,3621,2888076
"Jun 07, 2013",Netflix,,,,,"Arrested Development - Q&A with Jessica Walter, David Cross & Portia De Rossi",57,101269,2888076
"Jun 07, 2013",Netflix,,,,,"Arrested Development - Q&A with Jason Bateman, Michael Cera & Alia Shawkat",57,105557,2888076
"Jun 07, 2013",Netflix,,,,,John Hodgman RAGNAROK Coming Soon to Netflix [Trailer],57,25248,2888076
"Jun 06, 2013",Netflix,,,,,"Orange is the New Black ""Life"" - Trailer legendado em portuguës",57,21745,2888076
"Jun 06, 2013",Netflix,,,,,Arrested Development - Behind the Scenes - Michael Cera as George-Michael,57,35836,2888076
"Jun 06, 2013",Netflix,,,,,Arrested Development - Behind the Scenes - Will Arnett as GOB Bluth,57,42454,2888076
"Jun 06, 2013",Netflix,,,,,"Orange is the New Black ""Life"" - Avance con subtítulos en español",57,15729,2888076
"Jun 06, 2013",Netflix,,,,,Arrested Development - Behind the Scenes - Being Back on Arrested Development,57,31282,2888076
"Jun 05, 2013",Netflix,,,,,Arrested Development - Behind the Scenes - Working With Mitch,57,3924,2888076
"Jun 04, 2013",Netflix,,,,,"Orange is the New Black ""Life"" Trailer [HD]",57,1216071,2888076
"Jun 03, 2013",Netflix,,,,,Arrested Development - Behind the Scenes - Walk-On Contest Winners,57,35516,2888076
"Jul 12, 2013",CDW,,,,,Mobile Device Management for Law Firms from CDW,17,34,2521
"Jul 10, 2013",CDW,,,,,How to Stop Spear Phishing Attacks From Getting Into Your Network from CDW,17,172,2521
"Jul 09, 2013",CDW,,,,,Why a Master Patient Index is Necessary for Healthcare IT from CDW,17,97,2521
"Jul 09, 2013",CDW,,,,,Why a Managed Services Solution is Good for Your IT Team from CDW,17,215,2521
"Jul 05, 2013",CDW,,,,,Infrastructure Under Fire. Solved by CDW.,17,76,2521
"Jun 27, 2013",CDW,,,,,Cisco Live 2013: If Your Tech Budget's Only a $1 — Brought to You by CDW,17,123,2521
"Jun 27, 2013",CDW,,,,,Cisco Live 2013: Collaboration Across the Enterprise — Brought to You by CDW,17,82,2521
"Jun 27, 2013",CDW,,,,,Cisco Live 2013: CDW Partners with Google on Cloud Collaboration Apps,17,358,2521
"Jun 27, 2013",CDW,,,,,Cisco Live 2013: Todd Nightingale on the Migration to Cloud-Managed Networks — Brought to You by CDW,17,94,2521
"Jun 26, 2013",CDW,,,,,Cisco Live 2013: Network Security in a Hyper-Mobile World — Brought to You by CDW,17,154,2521
"Jun 26, 2013",CDW,,,,,Cisco Live 2013: Jim Grubb on Cisco's Vision for the Internet of Everything — Brought to You by CDW,17,152,2521
"Jun 26, 2013",CDW,,,,,Cisco Live 2013: Tom Wilburn on Cisco's Software Defined Networking Strategy — Brought to You by CDW,17,140,2521
"Jun 25, 2013",CDW,,,,,Cisco Live 2013: First Look at New Tech from the Show Floor — Brought to You by CDW,17,471,2521
"Jun 21, 2013",CDW,,,,,Introducing CDW Threat Check,17,68,2521
"Jun 17, 2013",CDW,,,,,See How CDW Powers the PGA Tour's SHOTLink Technology,17,42,2521
"Jun 12, 2013",CDW,,,,,Support Your Mobile Workforce and IT Team with Total Mobility Management Services from CDW,17,31,2521
"Jun 03, 2013",CDW,,,,,Inside Sales Jobs at CDW,17,212,2521
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
"Jul 30, 2013",,,,,,Silver Stack update Apmex unboxing,9,100,1905
"Jul 28, 2013",,,,,,Mt. Rushmore - America The Beautiful 5 Oz. coin - no Lincoin or Roosevelt?,9,98,1905
"Jul 25, 2013",,,,,,Unboxing : MT Hood - 5 oz. America The Beautiful .999 silver coin,9,105,1905
"Jul 22, 2013",,,,,,Deal Alert - 5 OZ. MT. Hood America The Beautiful silver coin,9,147,1905
"Jul 19, 2013",,,,,,Modern Coin Mart blocked me & tried to BUY my feedback,9,188,1905
"Jun 26, 2013",,,,,,Silver Bullet Bullion added to the stack - New Ounces of silver update,9,568,1905
"Jun 18, 2013",,,,,,Trade gun's & ammo for silver & gold ?  Good idea? The prices of each say yes.,9,314,1905
"Jun 14, 2013",,,,,,XBOX ONE is 1984 : George Orwell's 1949 writings coming to light,9,181,1905
"Jun 06, 2013",,,,,,Silver Bullet Bullion - Northwest Territorial Mint -Unique Sillver to add to the stack,9,204,1905
