site,search term,brand,total results,rankings,on first page
walmart.com,laundry detergent,Tide,925,"[2, 8, 11, 16, 19, 22, 23, 25, 26, 27, 28, 32, 33, 34, 35, 44, 47, 50, 55, 58, 59, 60, 63, 65, 67, 74, 86, 91, 94, 95, 97, 98, 99, 100, 101, 102, 104, 106, 107, 112, 113, 114, 115, 116, 117, 118, 121, 122, 124, 126, 127, 131, 132, 133, 139, 142, 144, 146, 147, 148, 150, 151, 156, 159, 160, 161, 162, 165, 167, 171, 176, 181, 182, 185, 187, 188, 190, 192, 193, 196, 204, 207, 211, 224, 230, 243, 256, 285, 287, 288, 304, 311, 312, 316, 317, 318, 319, 320, 368, 384, 388, 389, 392, 394, 398, 400, 402, 403, 404, 405, 408, 454, 462, 465, 471, 472, 473, 474, 475, 479, 483, 486, 489, 490, 505, 528, 555, 560, 608, 623, 709, 739, 745, 887, 898, 903, 904, 908, 910, 912, 925]",4/16
