site,search term,brand,total results,rankings,on first page
walmart.com,laundry detergent,Tide,924,"[2, 6, 8, 10, 11, 18, 23, 25, 26, 27, 28, 29, 30, 33, 37, 40, 42, 45, 50, 52, 55, 56, 57, 59, 60, 63, 65, 67, 69, 70, 74, 76, 82, 83, 86, 89, 92, 95, 96, 97, 101, 103, 104, 106, 108, 112, 118, 119, 120, 123, 124, 129, 130, 136, 138, 139, 143, 144, 146, 147, 149, 150, 151, 152, 153, 155, 157, 158, 162, 166, 173, 179, 180, 181, 185, 186, 189, 190, 199, 208, 209, 221, 229, 231, 240, 241, 256, 278, 303, 304, 306, 307, 318, 319, 320, 326, 334, 335, 383, 390, 392, 393, 396, 399, 400, 401, 404, 405, 406, 409, 411, 416, 440, 464, 465, 470, 471, 475, 476, 481, 482, 489, 491, 492, 509, 528, 544, 596, 624, 626, 719, 744, 746, 890, 898, 899, 905, 906, 907, 924]",5/16
