site,search term,brand,total results,rankings,on first page
walmart.com,dry hair shampoo,Dove,2136,"[8, 17, 36, 40, 62, 68, 98, 101, 123, 160, 214, 227, 290, 317, 340, 566, 570, 615, 656, 687, 700, 703, 709, 728, 1030, 1060, 1072, 1121, 1127, 1150]",1/16
