site,search term,brand,total results,rankings,on first page
walmart.com,dry hair shampoo,Dove,2126,"[18, 29, 34, 57, 71, 85, 87, 115, 143, 235, 274, 308, 323, 546, 556, 582, 591, 628, 673, 684, 690, 753, 1038, 1040, 1090, 1122, 1347]",0/16
